name,minplayers,minplaytime,maxplaytime,minage,average,avgweight
Second World War at Sea  Coral Sea \u2013 The First Carrier Battle,2,30,30,0,7.001289999999999,3.0769
Trenchzone,2,60,60,14,7.44848,2.0
Star Fleet Battles Cadet Training Manual,1,30,30,12,7.266669999999999,3.125
Wild West Exodus,2,0,0,0,7.88431,3.0
Cosmic Kaboom,2,20,30,12,6.50674,1.0
Downsize,2,10,40,10,6.49485,1.3333
Wipers Salient,1,10,60,12,7.25,1.3333
Farfalia,2,35,35,8,6.1067800000000005,1.5
Traverse,2,30,30,7,5.9593300000000005,1.9688
Bluffer,2,20,20,12,7.02635,1.3333
1831,3,600,600,12,7.71463,4.3333
Aegean Strike,2,360,360,12,6.3052199999999985,4.2121
Word Whimsy,2,20,30,15,6.84345,1.0
Pleasant Hill  The Red River Campaign,2,300,300,12,6.65802,3.1875
Briscola Chiamata,5,10,10,9,7.3266,2.0
Rowboat,2,60,60,13,6.150530000000002,2.1333
Portal,2,30,30,13,6.0251,2.0
Psyche-Paths,1,90,90,8,6.6033,2.3
Fluxx,2,5,30,8,5.67892,1.3874
Mal Trago,4,15,20,8,7.65678,1.0
The Flowers of the Forest,2,120,120,12,7.57222,2.7
Wordsearch,2,45,45,8,6.775689999999999,2.25
Pla\u017cing  parawany w d\u0142o\u0144,2,30,45,8,7.99783,2.6667
Regnum Angelica,2,45,45,18,6.82728,2.4545
All Things Zombie,1,120,120,12,6.98267,2.5556
Dou Dizhu,3,30,30,0,6.90128,1.7143
HeroCard Orc Wars,2,90,90,13,6.24291,2.3889
Sponsio,3,30,45,10,6.54921,2.0
Numeri,2,30,30,7,5.84583,1.12
Apocalypse  The Game of Nuclear Devastation,2,60,240,10,6.7740300000000016,2.0
Glory II  Across the Rappahannock,1,360,360,12,6.39832,2.7619
Bounce It-In Game,2,10,10,6,6.23901,1.1176
Fish Eat Fish,2,30,30,8,5.71318,1.3562
Lords of the Sierra Madre (second edition),2,240,240,14,6.26765,3.4762
Squadron Strike,2,120,120,0,7.768680000000002,3.7143
Pico 2,2,5,5,10,5.912719999999998,1.1562
The Battle of Five Armies,2,150,150,12,6.50577,2.7273
Luxor,2,30,45,9,5.9995699999999985,1.5294
Night Clan,2,20,20,8,6.44422,1.5
Ambar,2,35,45,10,7.04585,2.0
Caravelas,2,75,75,8,5.91617,2.5484
A Frozen Hell,2,240,240,12,6.75595,3.7143
Ghooost!,2,20,20,8,5.67925,1.4222
Hoax,3,45,45,10,5.98264,1.375
Road To Infamy,2,30,45,12,7.256710000000001,2.0
Ex Libris,4,30,30,0,6.61022,2.1111
Cover Your Kingdom,2,25,40,10,7.70323,0.0
Operation Market Garden,2,120,120,12,6.685,3.04
Slap .45,3,20,20,10,6.431,1.3333
Oni,3,30,30,8,6.5739100000000015,1.625
Random Encounters,1,20,120,14,7.01702,1.75
Star Trek  Galactic Enterprises,3,45,45,14,6.76474,2.0
Bushido,2,90,90,0,8.34906,3.375
Tea Time,2,15,30,8,6.02908,1.1429
Anno Domini  Kunst,2,30,30,10,6.76623,1.6
Age of Exploration,1,180,180,14,6.0622300000000005,3.0625
Cranium Party Playoff,4,30,30,0,6.06415,1.0
Stak Bots,2,10,10,7,6.29636,1.6
I Am Spartacus!,2,180,180,12,6.42845,2.5
Warhammer  The Game of Fantasy Battles (6th Edition),2,180,360,12,7.576860000000001,4.0
Dorasure,2,30,30,10,6.49449,1.75
Chicago & NorthWestern,3,60,60,0,7.060860000000001,3.4
21 Days,1,30,45,10,6.86233,2.9
The Arduous Beginning,1,120,120,12,6.9629,1.75
Lanzeloth,2,20,30,7,6.8831,2.0
The Defense of Rorke's Drift and The Boer War,1,240,240,12,6.71598,2.5
Washington's Crossing,2,480,480,0,7.670210000000001,3.0833
Apollo XIII,2,45,75,13,6.42148,2.6667
Mad Science Foundation,2,30,45,15,6.55784,2.0
Electronic Labyrinth,2,45,60,8,6.37783,2.0
Renegade Legion  Leviathan,2,90,90,10,6.31723,3.0909
War in the Pacific (first edition),1,360,360,12,7.07595,4.7692
Triumph of Chaos v.2 (Deluxe Edition),2,180,600,16,7.997999999999998,4.8571
Prime Climb,2,45,45,10,6.38546,1.375
IRONDIE,2,15,15,13,6.4242300000000006,2.1333
SecuenzooS,2,30,30,8,6.76617,1.6
Panzer Grenadier  Kursk \u2013 South Flank,2,60,60,0,7.573810000000001,3.0
Stories!,3,30,30,8,6.6056,1.1429
Rome & Carthage,2,60,60,10,6.35478,2.125
La Bataille de France,2,120,120,0,7.4405800000000015,3.4615
Oliver Twist,2,45,60,10,6.84329,2.0
Conan Collectible Card Game,2,30,30,12,7.05327,2.72
Connect 4 Launchers,2,5,15,5,6.23657,1.0
Seize the Bean,1,45,90,10,7.60565,2.5
The Suits  Season 3,2,10,10,10,7.531910000000001,0.0
Zpocalypse 2  Defend the Burbs,2,90,720,14,7.0,4.0
Jenga  Donkey Kong Collector's Edition,1,20,20,6,5.96889,1.2143
Omen  Fires in the East,2,30,30,12,7.722860000000002,0.0
War for Eda\u00f0h  The Beginning,1,30,30,0,6.46695,3.2424
15 Dias  The Spanish Golden Age,2,60,60,12,6.5599,2.8571
Patrol  Lost!,2,30,30,12,6.917389999999998,1.75
Caligula,2,60,60,14,6.04071,2.56
Magic  The Gathering \u2013 Duel Decks  Blessed vs. Cursed,2,30,0,13,7.4615399999999985,2.0
Year of the Rat  Vietnam,2,120,120,12,6.82394,2.8889
Time is Money,2,20,20,10,6.175,1.125
Dynamite Nurse,3,50,50,16,6.52729,2.0
Candy Chaser,2,10,10,10,5.91835,1.1667
Pent-Up,2,15,15,7,7.656519999999999,2.0
Against All Odds,2,180,180,12,7.39375,4.1111
Red Dragon \/ Green Crescent,1,180,180,14,7.118639999999999,2.25
Great War at Sea  U.S. Navy Plan Red,1,30,30,12,6.71582,2.4444
Semper Fi!,2,240,240,15,6.9108399999999985,3.4286
Gruff  Rage of the Trolls,1,20,45,12,8.09871,4.0
Sorcerer & Stones,1,30,60,8,6.49219,3.0
LED  L\u00f3gica \u2013 Estrategia \u2013 Deducci\u00f3n,2,45,45,10,7.4527800000000015,2.0
Ici Londres,3,20,20,8,6.24709,1.25
Top 12,2,10,20,8,6.15073,1.0
Dungeon Derby,3,30,90,8,7.2880600000000015,2.0
Schildi Schildkr\u00f6te,2,5,5,4,6.38171,1.1429
Builders of Blankenburg,2,60,90,13,7.2130800000000015,2.7778
Decline and Fall,4,120,120,12,6.6490300000000016,2.6154
Just in Time,2,40,40,8,6.620239999999999,2.3333
Peanut Club,3,20,20,8,6.7979,2.0
Miss Poutine,4,15,15,8,6.16204,1.1667
Word Basket,2,10,10,10,6.195869999999998,1.1111
Morelli,2,45,45,8,7.302339999999999,3.5
Lasalle,2,120,180,12,7.2082,2.6364
Friesematenten,2,60,60,14,6.25217,2.1
Loch Ness,2,20,20,4,5.97072,1.1579
Laska,2,30,30,0,6.78598,2.5714
Medina de Rioseco 1808,1,240,240,0,7.82955,2.75
Sergeants Miniatures Game  Red Devils,2,0,0,10,7.914630000000002,3.25
Poule Poule,2,20,20,8,6.858739999999999,1.25
Streaming,3,30,30,10,6.705260000000001,1.5
Magic Dance,3,45,45,8,5.81895,1.4706
Maniacal,2,60,120,8,7.9186,2.4444
Dicke Kartoffeln,2,120,120,12,6.21391,3.4286
NUTS! Second Edition,1,30,30,10,7.46489,2.6667
Paul Koenig's The Bulge  6th Panzer Army,2,120,180,13,7.123639999999999,2.4615
Mistk\u00e4fer,2,20,20,8,6.28529,1.375
Flag Dash,2,30,40,8,6.2710300000000005,2.2857
Boochie,2,15,15,8,6.64756,1.0
\u00a1Arriba Espa\u00f1a!,2,120,120,12,6.5083199999999986,2.7895
1914  Glory's End,2,180,180,12,6.3239800000000015,2.5556
W\u0142adca Areny,2,60,60,14,6.83882,3.4545
Frag Gold Edition,2,30,30,10,5.68505,1.7628
Koboldbande,2,20,20,4,6.41472,1.0
Lion of the North,2,180,180,12,6.26414,3.6842
Mission Command Sea,2,10,10,8,5.90186,1.4865
Big Bang 13.7,1,30,45,8,7.250780000000002,2.0
Heartthrob,2,30,30,10,7.08425,2.0
VOR  The Maelstrom,2,90,90,12,6.83882,2.8333
Get Adler! Deduction Card Game,4,30,30,10,7.29355,1.5
Landslide,2,90,90,9,6.16368,1.4286
Flying Lead,2,60,60,10,7.4595699999999985,2.6667
Coma Ward,2,30,60,18,6.5279099999999985,2.75
Atmosfear  The Harbingers,3,60,60,12,5.92779,1.9737
Moods,3,20,20,18,5.86249,1.1316
Streets of Stalingrad,2,180,180,12,7.5697899999999985,4.5
Forbidden Bridge,2,10,10,7,6.07111,1.5
Thieves!,3,20,20,8,6.00007,1.125
Julian  Triumph Before the Storm,1,240,240,12,7.330189999999999,2.5556
Battlefold,2,25,35,8,6.5719,2.0
Peter the Great,2,120,120,12,6.55438,2.5
Drachen Wurf,2,30,30,8,5.88319,1.1923
Aces High,1,30,30,10,6.43077,2.9444
Race to the North Pole,2,45,45,7,6.0647400000000005,1.875
Galactic Warlords  Battle for Dominion,1,30,90,8,7.14783,2.6667
Black Sea Black Death,2,360,360,12,7.238180000000002,3.9091
Edenia,2,30,30,8,6.4189300000000005,2.0
Crisis  Sinai 1973,2,360,360,12,6.53333,3.4375
The Suits  Season 1,2,5,15,12,7.15517,0.0
Corporation,1,30,30,10,6.9192300000000015,2.75
Anno 1452,2,90,90,12,6.06471,2.9375
Conspiracy!,2,30,45,13,7.17,2.0
Strange Aeons,2,45,45,0,8.07432,2.5
Zark City,2,30,30,0,6.52711,2.3077
A Wing and a Prayer  Bombing the Reich,1,60,120,12,7.465619999999999,2.1429
Ghostbusters  The Board Game II,1,30,120,15,6.60455,3.0
Chaostle,2,120,120,10,6.3648099999999985,2.25
Galactic Debate,3,20,45,13,7.02262,2.0
Eye My Favorite Things,3,30,30,12,7.12778,2.5
Their Finest Hour,2,240,240,12,6.6349100000000005,4.3
Colonies,3,150,150,14,7.04322,3.6
Jerusalem!,2,180,180,12,6.954839999999999,2.5556
Badlands  Outpost of Humanity,2,60,120,14,7.140910000000001,2.5
Czas Honoru  Operacja Most III,2,30,30,12,6.42291,2.4667
Visby,2,20,30,10,6.60611,1.25
Star Frontiers  Knight Hawks,2,60,60,12,6.3539,2.7
Carnival,2,30,30,13,5.74917,1.5152
Tajemnicze podziemia,1,15,25,6,6.66452,1.0
TAIJI Deluxe,2,30,30,7,6.40826,2.0714
King Of The Hill  The Dwarf Throne,2,30,75,10,6.886139999999998,2.1
Tales & Games  Little Red Riding Hood,1,20,20,7,5.8705300000000005,1.0909
The Doom That Came To Atlantic City,2,45,45,15,6.0202300000000015,1.8182
For The Win,2,10,10,8,5.76772,1.7667
Highway to the Kremlin,2,180,180,12,7.55,3.7143
Synchropipes,1,20,20,8,6.33621,1.625
Eclipse,2,15,15,8,6.20695,1.8889
Autokrator,2,90,90,12,6.35303,2.4615
Nature of the Beast  Farm vs. Forest,2,60,60,12,6.45248,2.625
Helsinki 1918  German Intervention in the Finnish Civil War,2,180,240,14,7.75,2.5
War between the States (first edition),1,360,360,14,6.795,3.7778
The Perfect Ten,2,30,30,12,5.96955,1.9231
The Broadway Game,2,120,120,12,6.42625,2.3077
Donburiko,2,15,15,7,6.37925,1.3846
Star Trek Red Alert,2,90,90,10,6.43925,2.3333
Samurai & Katana,3,120,120,12,5.94114,2.6429
Ascari,2,60,60,10,7.37255,2.2857
Schachen,2,30,30,6,7.44375,2.2222
Square Mile,2,60,60,12,6.53611,2.1538
Invasion of the Air-eaters,2,90,90,10,6.29744,1.9286
Zargos,2,120,120,12,6.31484,2.7273
Catchphrase,2,20,60,10,6.22788,1.0
Consumption  Food and Choices,1,60,120,10,8.05145,3.0
Up And Down,2,20,20,5,6.26523,1.7692
Chachapoya,2,30,45,9,8.17609,2.0
\u8457\u8272\u5feb\u624b,2,15,20,5,6.41585,1.0
Knights of the Dinner Table  HACK!,2,30,30,10,5.93424,1.8
Isle of Monsters,2,20,45,10,6.2018900000000015,1.6667
Battlemist,2,200,200,12,5.8954,3.2105
How to Host a Dungeon,1,60,60,0,7.04615,1.9091
Napoleon's Resurgence,1,0,0,0,8.65,3.0
Stage II,2,90,90,0,6.28095,1.9091
Cthulhu  A Deck Building Game,1,45,120,14,6.5609600000000015,2.4
Whitewater,2,45,60,8,5.99189,1.5385
Game Over,2,15,15,5,6.11771,1.25
Best of Werewolves of Miller's Hollow,8,30,30,14,7.33833,2.0
1895 Namibia,3,180,180,12,6.79478,3.2
Obcy,2,60,60,0,6.44046,2.1333
Embrace An Angry Wind,2,360,360,12,6.83867,2.9167
Aquarium,2,60,120,14,7.51702,2.75
Die geheimnisvolle Sternschnuppe,1,15,15,5,6.19962,1.0
Me Want Cookies!,2,10,10,5,6.02179,1.1111
Twitch,3,15,15,10,6.06124,1.1765
Sid Meier's Civilization  The Card Game,2,60,60,12,5.99295,2.0882
Song of Drums and Shakos,2,45,45,0,7.582999999999998,2.0
The Battle of Wakefield  Yorkshire,1,60,120,14,7.096430000000002,2.875
Xactika,2,45,45,12,5.780869999999998,1.9787
Flagship  Prometheus Unchained,2,180,180,10,6.01526,2.0833
Torpedo Run!,2,60,60,8,6.06374,1.2963
Aqua Mirabilis,2,90,120,14,7.42069,3.6667
Conflict of Heroes  Awakening the Bear \u2013 Operation Barbarossa 1941 (Third Edition),2,60,240,12,8.485710000000001,3.0
10 Negritos,1,90,90,8,6.26483,2.4118
The Kaiser's War  World War I,1,240,240,12,7.32745,2.625
Timeline  Canada,2,15,15,8,6.8167100000000005,1.0
Die Hard  The Nakatomi Heist Board Game,2,60,90,15,6.908710000000001,2.0
Peptide  A Protein Building Game,2,40,40,10,6.35594,1.875
Ninja Burger  Secret Ninja Death Touch Edition,3,30,30,12,6.28627,1.8462
Blend Off!,2,5,15,6,6.33462,1.3333
Adventure Time Card Wars  Ice King vs. Marceline,2,15,30,10,6.59244,1.3333
Guardian's Call,2,20,40,14,6.5635,2.0
Ignis,2,20,20,8,6.14635,1.5
Lincoln's War,1,180,180,0,6.4170099999999985,3.1111
Beer Empire,2,60,120,12,6.41604,3.2
\u6416\u6416\u860b\u679c\u6a39,1,30,30,6,7.002000000000002,1.0
Dragon Master,2,5,20,8,6.1368800000000014,1.1818
Guerra De Mitos III,2,20,20,10,7.936839999999999,2.3333
Scattergories Categories,2,25,35,12,6.1214,1.4286
22 Pommes,2,15,15,10,6.12564,1.3529
Gang Rush Breakout,3,45,45,10,6.475,2.5
Guerra De Mitos II,2,20,20,10,7.71738,2.2
Calico,1,30,45,13,8.21383,1.8333
Healing Blade  Defenders of Soma,1,30,60,14,7.2946,2.6667
The Way of the Bear,2,25,35,8,6.4633,2.0
The Chosin Few,1,45,45,13,6.73675,1.7143
Nox,2,20,20,10,5.78161,1.2
Vejen,2,60,120,12,6.6116199999999985,3.3636
Slavika,2,30,30,10,5.95329,2.2381
Payoff Pitch Baseball,1,25,25,10,8.06136,3.0
12 Days of Christmas,3,20,30,8,5.97415,1.2667
Ghost for Sale,3,40,40,8,5.94259,2.0667
Slash  Romance without boundaries,3,45,45,14,6.52304,1.1429
Funfair,3,30,30,8,5.9083,1.4286
Matterhorn,2,10,30,8,6.45876,1.6667
Wabbit Wampage,2,120,120,12,5.9802800000000005,2.0
Nyctophobia  Vampire Encounter,3,30,45,9,6.15813,1.6667
Race For Tunis,2,120,120,12,6.44717,2.5909
Verona Twist,2,20,30,9,7.19015,1.5
Humans!!!,2,60,60,0,5.81683,1.9592
Snail Sprint!,2,15,15,5,6.98525,1.0
Ostroleka 26 maja 1831,2,180,600,16,8.9058,4.3333
The War of the Worlds  England,1,60,60,0,7.25283,2.4286
Dig Down Dwarf (Second Edition),2,15,30,10,6.8562,2.0
Winged Horse  Campaigns in Vietnam,2,120,480,0,7.2275,3.0
Ringmaster  Welcome to the Big Top,2,5,15,0,6.52418,1.2
The Last King of Scotland,1,90,90,13,6.70724,2.1818
Hands,3,20,20,8,6.329280000000002,1.25
Rifles in the Ardennes,1,60,120,12,7.603039999999999,2.0
Blue Water Navy,2,120,720,0,8.47222,4.0
Wallamoppi,2,15,15,7,5.90724,1.0385
FuBi 2.0,2,20,20,6,6.64382,1.0769
Flying Carpet,3,20,20,12,5.83561,1.5
We Were Brothers,1,120,300,15,7.640619999999998,3.2308
Ants!,2,60,60,8,6.01175,2.2222
Fortune City,2,30,45,12,6.74342,2.0
The Lonely Mountain,2,90,90,13,6.52347,2.8824
Pocket Pharma,2,15,30,8,6.47856,1.6667
Airfix Battles,1,30,60,10,7.48608,3.0
All Quiet on the Western Front,1,360,360,12,7.45455,2.8571
Suez '56  Anglo French Intervention in Egypt,1,0,0,12,6.992369999999998,1.8
Bluff in Zoo,2,20,20,8,6.32866,1.1111
Legends of Draxia,2,30,60,12,7.33068,2.0
Splut!,2,20,20,7,6.7915600000000005,2.4706
Lost Battles   Reconstructing the Great Clashes of the Ancient World,2,120,120,0,7.80952,3.375
Contrario,2,30,30,13,6.01135,1.1333
Battle of the Bands  Encore Edition,2,30,60,12,6.30882,1.625
Red Parachutes  Soviet Airborne Assault Across the Dnepr,2,360,360,14,6.70608,3.0476
Pulp Detective,1,20,30,14,5.8522,1.5
Inchon  MacArthur's Gambit,2,120,120,12,6.74615,3.0
Empires at Sea  Deluxe Edition,2,60,130,14,6.756360000000001,2.6667
Los Tesoros del Rey Pirata,2,20,45,10,7.61867,1.8333
The Game of France,2,180,180,12,5.81572,2.7463
RoadKill,2,90,90,12,5.8998300000000015,2.3784
Global Powers,2,120,120,12,6.6,3.0769
Your Town,1,0,0,10,6.55039,0.0
Magic  The Gathering \u2013 Duel Decks  Nissa vs. Ob Nixilis,2,0,0,13,7.278119999999999,0.0
Farben,3,45,75,10,6.5949,1.0
Rukshuk,2,20,30,8,5.9222199999999985,1.3415
Pisa,3,45,45,12,6.28274,1.75
SPY,2,10,10,10,5.9052,1.8
Connection Games,0,0,0,0,8.58065,3.3333
The Army of the Heartland  The Army of Tennessee's Campaigns,2,0,0,12,7.14435,3.7059
Borodino  Napoleon in Russia 1812,2,210,210,0,7.10606,2.2222
White Bear & Red Moon,1,90,90,0,7.38333,3.2222
4 Seasons,2,15,15,10,6.26164,1.8
Wreck and Ruin,2,60,90,14,8.22386,2.6667
Kendo,2,30,30,10,6.03494,2.3529
Legends,2,40,60,9,6.4303300000000005,2.0
Dawn  Rise of the Occulites,2,60,60,10,7.38519,2.7143
The Last Crusade,2,120,120,10,6.575760000000002,2.625
Cartoon Network Crossover Crisis  Animation Annihilation Deck-Building Game,2,30,45,12,7.56333,2.0
Speedy Words,1,10,15,6,6.1893400000000005,1.0
Mix It,2,5,15,5,6.11209,1.1
Title Bout 2,1,45,45,10,8.7575,2.6667
Overlords of Infamy,1,60,90,13,7.3808,2.4
Unfinished Case of Holmes,2,90,120,12,6.78378,2.5
Unlock! Epic Adventures,1,60,90,10,8.47814,1.0
San Guo Sha  Kingdom Wars,2,30,30,8,7.22951,2.0
Titans of Industry,3,60,150,13,6.56685,2.7333
A Blood-Red Banner  The Alamo,1,15,15,10,6.705489999999998,1.5
Kahmat\u00e9,2,30,30,10,6.38068,1.9091
The War Game  World War II,2,240,240,12,6.9325600000000005,3.5385
Days of Decision II,2,300,300,14,6.354030000000002,3.6667
Envyra,2,15,25,8,7.36379,2.0
Australian Railways,3,120,120,12,7.00714,3.2
Dunkirk  France 1940,2,120,180,12,7.7425,2.5
Outer Earth,2,60,60,13,6.68139,2.25
Smoothies,1,30,30,10,6.6285,1.0
Provincia Romana,2,90,90,13,6.20396,2.5385
Mini FITS,1,15,15,8,5.86285,1.2308
The Great Redoubt,2,240,600,12,6.87763,3.5333
Jacob Marley,3,90,90,10,6.2775,2.1765
String Savanna,3,30,30,10,6.12372,1.4444
Bloody Monday,2,60,120,10,7.97381,3.3333
Sonhando com Alice,2,45,90,10,7.45212,2.0
Traveller Customizable Card Game  Two Player Starter Set,1,30,60,12,7.4615399999999985,3.4
Play American Mah Jongg!,2,45,45,12,7.585369999999998,2.0
Tony & Tino,2,30,30,10,5.87668,1.6875
BarBEARian Battlegrounds,2,20,30,8,6.37708,2.0
Papayoo,3,30,30,7,6.30748,1.0
Team Yankee,2,120,0,14,7.318869999999999,0.0
Sagunto  The Battle for Valencia,2,240,240,12,7.343139999999999,3.8
KIPP X,2,15,15,5,6.77101,1.0
The Mysteries of Peking,2,30,30,8,5.70476,1.3258
Hand and Foot,2,120,120,12,5.92033,1.9091
Rogues to Riches,3,60,120,12,8.323939999999999,1.6667
Ocean Limbo,2,20,20,5,6.2007900000000005,1.0588
Sunshine Rescue,2,30,30,5,6.20556,1.1364
Fanhunter  Urban Warfare,2,45,45,14,7.350439999999999,2.3333
The Deception of Antiques  12 Chinese Zodiac Bronze Heads,6,30,60,8,7.7282600000000015,2.6667
Solar City,1,30,45,10,6.957560000000001,3.0
Battleground Fantasy Warfare  Elves of Ravenwood,2,60,60,12,7.10545,2.8
oddball Aeronauts 2  Double the Trouble,2,20,20,9,6.67402,1.8333
Remember the Maine!  The Spanish-American War,2,240,240,12,6.71565,2.8
Smokejumpers,1,90,90,12,6.5827399999999985,2.3333
Zura,2,20,30,8,6.963489999999998,1.5
Splatter SHOOT,2,15,60,12,7.37961,2.0
Trudvang Legends,1,60,60,14,7.69278,2.5
Congo,2,60,240,10,8.362860000000001,0.0
La Loire,1,90,120,10,6.23648,3.0
Tour Operator,2,45,90,8,6.726489999999999,2.3333
The Ninth World  A Skillbuilding Game for Numenera,1,30,60,13,6.4202,2.6667
Traboulet,2,20,20,8,6.19136,1.9
Stworze,1,90,180,12,6.22046,3.0
The Maiden in the Forest,1,10,10,10,6.54042,2.0
Dr\u00f4les de Z\u00e8bres,2,23,23,9,6.4053900000000015,1.5
Make 'n' Break Extreme,2,30,30,8,5.8941,1.1538
HysteriCoach,4,30,30,8,5.8670300000000015,1.2195
Ursa Miner,2,30,40,8,7.6235300000000015,1.6
Knights Club  The Bands of Bravery,1,0,0,6,6.644189999999999,2.0
Namibia,3,120,120,12,6.24615,3.25
Biergarten,2,15,20,12,6.18271,2.0
They Shall Not Pass  The Battle of Verdun 1916,2,90,90,12,6.60165,2.4706
Inception,4,30,30,15,6.7061899999999985,2.2143
Guns of August,1,180,180,12,6.670139999999999,2.0714
6 Castles,1,30,60,8,7.967910000000002,2.6
The Normandy Campaign,2,240,240,12,6.52294,2.9444
Forbidden City,2,30,30,8,6.26905,1.5
The Conquerors  Alexander the Great,1,240,240,12,6.11304,2.8387
Dungeons & Dragons Computer Labyrinth Game,1,20,20,8,5.95,1.7027
Insecta Mutant Kit,1,90,300,12,6.2282,2.7222
18Africa,2,240,240,12,7.119789999999999,3.8
Havok & Hijinks,2,15,15,13,6.8003300000000015,1.6
Warlord,2,90,90,12,7.0807699999999985,2.7857
Family Fluxx,2,2,30,6,5.71681,1.2333
Rise!,2,20,20,8,6.14586,1.8333
Dominations  Road to Civilization,2,60,120,13,7.41887,3.2
D\u00f4jima,2,30,60,12,7.3170899999999985,2.0
Fluff,2,20,30,8,6.8989699999999985,1.0
MOD X,2,25,25,15,7.131469999999998,1.6667
The Great War in the Near East,2,360,360,12,6.76727,3.25
Lumis  Der Pfad des Feuers,2,30,30,10,6.33458,2.0
Infection Express,1,20,20,8,6.20286,1.6842
Stinky Business,2,60,90,10,6.30665,2.0
Ubongo Junior,2,20,20,5,6.597639999999998,1.4
Quissama,2,15,45,10,7.1867800000000015,2.625
TaskForce,2,360,360,14,6.6,3.2667
Objective Moscow  The Death of Soviet Communism,1,360,360,12,6.51882,4.0
Corruption,3,45,45,10,5.82458,1.8214
The King Commands,2,30,30,10,5.93167,1.4
The Mediterranean  Desert War 1940-1945,0,480,480,12,6.99138,3.3077
Battleground Fantasy Warfare  Orc Army,2,60,60,12,7.110530000000002,3.0
Nika,2,30,30,8,6.566160000000001,2.2
Victory in Vietnam II,2,180,180,12,7.6,3.125
Bosworth,2,60,60,8,5.83708,2.1
Ortus,2,30,30,12,6.53483,3.0
Trial of the Temples,2,30,60,14,6.77083,3.0
Port Royal,3,60,60,10,6.19476,2.3571
Yomi Starter Set  Grave versus Jaina,2,15,30,8,6.627860000000001,2.0
Sumo!,2,20,20,12,5.8076,1.2667
Waldmeister,2,90,90,12,6.2584,2.3333
Nations at War  Desert Heat,2,45,45,14,7.30161,2.3333
Nuevo Mundo,2,90,90,12,7.410710000000001,2.25
Flick Wars,1,30,60,12,6.9043100000000015,2.5
Power  the Game,2,30,30,10,6.05085,2.6522
Expedition Altiplano,2,30,30,10,6.1074199999999985,1.9444
The Refuge  A Race for Survival,2,5,60,13,6.44431,1.3333
Pressure Cooker,2,45,45,8,6.22235,1.875
Pacific Tide  The United States Versus Japan,1,120,480,16,7.29825,2.5556
Dune Express,2,15,15,7,5.98286,1.5
Breaking the Chains  War in the South China Sea,2,120,1200,0,6.9760300000000015,3.0833
Perplexus Twist,1,0,0,8,6.95,2.0
Dragon Face,2,20,20,8,6.8277800000000015,2.5556
Conflict of Alliances  Warring States,2,40,60,10,7.82712,2.5
Marvel Fluxx,2,5,30,8,6.76408,1.25
The Chaco War,2,90,90,12,6.53441,2.7059
Symphony,2,30,45,12,7.0220600000000015,3.5
Frischfleisch,2,120,120,18,6.11552,2.5455
Saga  The Crescent and the Cross,2,90,90,0,8.31,2.5
Marrakesh,2,45,45,0,6.9672399999999985,2.0
Patton in Flames,2,120,120,12,7.0183300000000015,4.9091
Bell-Bottomed Badassses on the Mean Streets of Funk,2,20,40,13,5.92734,1.4783
Atak Zombie,2,60,60,12,6.14635,2.6923
Close Assault,2,90,90,12,7.2351899999999985,2.875
A las Barricadas!,2,120,120,12,7.15896,2.7333
Guardians of Xobos,2,60,90,12,7.89,3.5
MechWar '77,2,270,270,12,6.25408,3.2
Drive on Moscow,2,240,240,12,6.923610000000001,2.4615
Pappy Winchester,3,40,40,8,7.00156,0.0
Eleminis,2,15,15,7,6.00813,1.1304
Noises at Night,2,10,20,8,6.63495,1.6667
Fendo,2,45,45,10,7.575,0.0
Picassimo,3,30,30,8,6.32496,1.3333
War Stories  Liberty Road,1,30,30,8,7.115,3.0
Pitch'n Dunk,2,20,20,8,7.544869999999999,1.8333
Stalingrad  Verdun on the Volga,2,180,180,12,7.92368,3.0
Tori,2,60,60,10,6.35783,2.6667
\u05e6\u05d5\u05e4\u05df \u05d4\u05e4\u05d9\u05e8\u05de\u05d9\u05d3\u05d4,2,20,20,10,5.98912,1.4
Lose Your Shirt,3,90,90,9,6.613580000000002,1.4286
111  Alarm dla Warszawy,2,15,15,10,6.38,1.6
Spearhead,2,120,120,12,6.72162,2.9231
Junkyard Races,2,120,120,10,6.15107,2.1765
Strike A Pose,3,50,50,10,6.46854,1.25
Greentown,2,60,60,10,6.22542,2.7143
Magic  The Gathering \u2013 Archenemy  Nicol Bolas,2,30,30,13,6.9493,3.0
America in Flames,2,360,360,12,6.53798,4.5333
Bridgetown Races,2,45,60,13,6.23298,2.2
Palacio de Viana,2,75,75,10,6.9771899999999984,2.375
Shadows Upon Lassadar,1,30,30,10,6.655,2.1429
Kingpin,2,30,30,15,6.18529,2.2941
The Sword and the Stars,1,240,240,12,6.24206,3.0526
Pack It,2,20,30,5,5.93305,1.35
Ikonikus,2,15,15,7,5.99101,1.2
Battleground Fantasy Warfare  Lizardmen,2,60,60,12,7.35957,2.6667
Knot Dice,1,10,20,5,6.74935,1.25
Spanish Main,1,90,90,10,6.5015800000000015,2.7143
Trick or Treat,2,45,45,13,6.9626899999999985,1.6667
